Iteration,0-0,0-1,1-0,1-1
0,0.933841299466419,0.9463798808091013,0.6022966577308656,0.38776628032663074
1,0.05010214332359744,0.04716877922302518,0.5524006337354058,0.3503284437179716
2,0.4387239474608765,0.41303767952561593,0.09094247076877304,0.0572959022447344
3,0.05401063890112735,0.04772182888706742,0.5510763989784639,0.3471911332333413
4,0.4551626157897918,0.40216507170517135,0.08795956578016877,0.0547127467248682
5,0.05763931396293126,0.047834795021774054,0.5514882850871718,0.34303760592812294
6,0.4708779231585118,0.390781003206553,0.08591928695614741,0.05242178667878774
7,0.06103698365769735,0.047555906408526236,0.553624901562201,0.33778220837157535
8,0.4862152461951421,0.3788261699191686,0.08464669922236664,0.05031188466332265
9,0.06425599720655953,0.04692663369227813,0.5574707020462348,0.3313466670549275
10,0.5014640258718315,0.3662229157585574,0.08401492983393871,0.048298128535672405
11,0.06734850987308823,0.04598152552354277,0.5630095455424932,0.3236604190608759
12,0.5168677127277764,0.35288629206358924,0.08393103331226628,0.04631496189636795
13,0.0703639097440433,0.04474891767009456,0.5702247861128518,0.31466238647301037
14,0.5326291928120193,0.33873302357147206,0.08432602133037789,0.044311762286130804
15,0.07334698317443313,0.0432522330631638,0.5790963684269627,0.30430441533544034
16,0.5489123657184672,0.3236900080406763,0.08514751908951923,0.042250107151337105
17,0.0763364764279772,0.04151167625521151,0.5895952968325285,0.29255655048428264
18,0.5658404099145996,0.3077032764427907,0.08635406850354196,0.04010224513906757
19,0.07936380179421208,0.03954618185114863,0.6016758312677793,0.27941418508686
20,0.5834912810178032,0.29074781937754035,0.08791046010056537,0.037850439504090984
21,0.08245173804694685,0.03737549570950812,0.6152658981550215,0.2649068680885235
22,0.6018911838875213,0.27283817053260695,0.089783732411962,0.03548691316790971
23,0.08561308934307538,0.03502224883068578,0.6302565227679203,0.24910813905831847
24,0.6210071491192009,0.2540390387433742,0.09193968522138929,0.03301412691603557
25,0.08884939565154949,0.03251383244180958,0.6464915863074207,0.2321451855992202
26,0.6407403852091142,0.23447458978955313,0.09433993959300055,0.03044508540833212
27,0.09214992487745799,0.029883814884773898,0.6637598053722953,0.21420645486547285
28,0.6609226328710873,0.21433430324245065,0.09693974538035116,0.027803318506110855
29,0.09549129766560265,0.027172586983410286,0.6817913295617175,0.1955447857892696
