Iteration,0-0,0-1,1-0,1-1,2-0,2-1,3-0,3-1,4-0,4-1,5-0,5-1,6-0,6-1,7-0,7-1,8-0,8-1,9-0,9-1,10-0,10-1,11-0,11-1,12-0,12-1,13-0,13-1,14-0,14-1,15-0,15-1
0,0.44100592779834435,0.36934449758469834,0.09595811943720711,0.26697427222559333,0.21439832772463263,0.8139370883661159,0.9276600879872696,0.46765275486779634,0.036195323888421393,0.6346221995949965,0.8219624529754569,0.27595277212390834,0.5249807771725578,0.1812708813744187,0.3667314288518846,0.5197388986891428,0.5960630798909944,0.8257937651534016,0.03933722027288988,0.6351378717639283,0.8844867105039433,0.9275497774541375,0.5301674483976233,0.7609384428297974,0.9037116415255647,0.0581619873547039,0.4469303295816043,0.5375973597105854,0.22863879918281538,0.5686839597391913,0.2051587715008939,0.6842299364981914
1,0.39655824688837366,0.6034417531116264,0.18097954241833977,0.8190204575816602,0.0046432799405381935,0.9953567200594619,0.00926618864254002,0.99073381135746,0.04722759374467665,0.9527724062553234,0.02052802642626253,0.9794719735737375,0.39600517649158695,0.6039948235084129,0.4048528494563653,0.5951471505436347,0.27890910898894195,0.7210908910110582,0.3321584060270839,0.6678415939729161,0.08020509459084449,0.9197949054091555,0.3457704646581653,0.6542295353418347,0.23811972709873963,0.7618802729012604,0.31230574671207106,0.6876942532879289,0.21635091626400485,0.7836490837359951,0.35872169363750395,0.641278306362496
2,0.6710343608579599,0.32896563914204024,0.6620168198177979,0.337983180182202,0.6467049029108334,0.3532950970891667,0.6515007645815022,0.34849923541849775,0.6515278715539983,0.34847212844600167,0.6543251155533351,0.34567488444666494,0.665433671979502,0.33456632802049796,0.6528730478169033,0.34712695218309675,0.6509834546859102,0.34901654531408965,0.6541508101646837,0.3458491898353163,0.653507207201009,0.346492792798991,0.6543070777090675,0.34569292229093246,0.6538749909477157,0.34612500905228416,0.6544412693798783,0.3455587306201216,0.6513883137815001,0.34861168621849986,0.649205836185091,0.35079416381490913
3,0.014224208847095401,0.9857757911529046,0.014706585505551784,0.9852934144944482,0.009376004676432369,0.9906239953235676,0.012966684202986418,0.9870333157970136,0.012970714430240417,0.9870292855697596,0.011777225477968993,0.9882227745220311,0.015773409998899587,0.9842265900011005,0.011644856655110232,0.9883551433448898,0.012581640835733467,0.9874183591642667,0.015103973491454774,0.9848960265085452,0.016799687607787498,0.9832003123922124,0.013172909023205387,0.9868270909767947,0.014747705140053696,0.9852522948599464,0.01482336829479463,0.9851766317052053,0.014504336531084929,0.9854956634689152,0.009782601905388773,0.9902173980946112
4,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834,0.5098446794272166,0.4901553205727834
5,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771,0.47162583280229,0.52837416719771
6,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411,0.5438047498430589,0.4561952501569411
7,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013,0.43221387361598707,0.567786126384013
8,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764,0.6037676408600235,0.3962323591399764
9,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949,0.34496314899810515,0.6550368510018949
10,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153,0.7203612579918486,0.27963874200815153
11,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921,0.21239448124170796,0.7876055187582921
12,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536,0.8369663509416846,0.16303364905831536
13,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632,0.1397409224634369,0.8602590775365632
14,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263,0.8670783633316073,0.13292163666839263
15,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531,0.13151474454994694,0.8684852554500531
