Iteration,0-0,0-1,1-0,1-1
0,0.21132818071225812,0.4313141683160089,0.5478362920140877,0.40610882029329465
1,0.2605913829297634,0.4669129748034267,0.24796134445821674,0.02453429780859312
2,0.3457035919710568,0.04377494441428118,0.593973992268083,0.016547471346579
3,0.4726096455519857,0.054610212476835784,0.4727656642105019,1.4477760676521675e-05
4,0.49892887727274055,0.0010069192762576832,0.5000638812497341,3.2220126762965576e-07
5,0.5008574666705136,2.4121323098027545e-05,0.49911840715542843,4.850959989134165e-09
6,0.4986492234402026,3.194363470005988e-07,0.5013504569917469,1.3170349793599735e-10
7,0.5020850868451513,1.0546143471413584e-08,0.49791490260727367,1.4316531568890074e-12
8,0.4968254757079583,8.518646531607661e-11,0.5031745242067919,6.333594523142041e-14
9,0.5046844270781364,5.711721434306034e-12,0.49531557291615147,3.255215500634262e-16
10,0.4935121185761202,1.752542470193668e-14,0.5064878814238623,1.1396553398429494e-16
11,0.5080981547141453,3.4068853118031665e-15,0.4919018452858512,1.0526660153827092e-16
12,0.4910027552354311,1.0272399922602782e-16,0.5089972447645686,1.1074201157647e-16
13,0.5092840079236001,1.0807001457343979e-16,0.49071599207639977,1.1650530445789703e-16
14,0.49065528892415605,1.1369545921085117e-16,0.5093447110758437,1.1516516137592785e-16
15,0.5093557129546079,1.1472981213216496e-16,0.49064428704539187,1.0503332910405083e-16
16,0.4906423614853328,1.0457065340257708e-16,0.509357638514667,1.1050101526877308e-16
17,0.5093579733735523,1.1001426265659234e-16,0.4906420266264475,1.1625333993848153e-16
18,0.49064196845928454,1.1574125010948687e-16,0.5093580315407152,1.1499581939542993e-16
19,0.5093580416427512,1.1445714670198987e-16,0.49064195835724855,1.0484952627533075e-16
20,0.4906419566028627,1.0428280774132873e-16,0.5093580433971372,1.1030765452142028e-16
21,0.509358043701814,1.0971143445562668e-16,0.4906419562981858,1.160499153321561e-16
22,0.49064195624527424,1.1542265797363381e-16,0.5093580437547255,1.147818956959297e-16
23,0.5093580437639142,1.165583970576052e-16,0.49064195623608553,1.0462446122651616e-16
24,0.4906419562344895,1.0649344151694317e-16,0.5093580437655104,1.1007087332121269e-16
25,0.5093580437657876,1.1203714669912562e-16,0.49064195623421214,1.1580080806786158e-16
26,0.49064195623416423,1.0173682944257123e-16,0.5093580437658356,1.145198207930453e-16
27,0.5093580437658439,1.0703292073763949e-16,0.49064195623415585,1.0434874354453203e-16
28,0.4906419562341545,1.1260470946852701e-16,0.5093580437658453,1.0978080266575189e-16
29,0.5093580437658457,1.160301565702181e-16,0.4906419562341541,1.154956372693985e-16
