Iteration,0-0,0-1,1-0,1-1,2-0,2-1,3-0,3-1,4-0,4-1,5-0,5-1,6-0,6-1,7-0,7-1,8-0,8-1,9-0,9-1,10-0,10-1,11-0,11-1,12-0,12-1,13-0,13-1,14-0,14-1,15-0,15-1
0,0.5976815849360632,0.675986904372284,0.29928174100970184,0.7307402679090343,0.5787393910609689,0.8090176696206909,0.16724850414891546,0.3121449685769,0.3579315539685616,0.49174729907120607,0.49019823958695485,0.8944098875868252,0.1824105253678282,0.3611620851279358,0.8105914603555655,0.33344682960956373,0.5189504962289099,0.2616202238760035,0.1309280906511051,0.12241718765233855,0.5516573442425554,0.029383706717359348,0.6027751209209165,0.7508823336063835,0.2490707183149773,0.1976777416281621,0.5739560599458794,0.9017984195830374,0.5162164373002476,0.4011986415595279,0.5174897498056604,0.9373910732113611
1,0.04722165698122716,0.9527783430187727,0.05695950381623056,0.9430404961837695,0.4482372789208547,0.5517627210791453,0.11899010781855368,0.8810098921814462,0.14764693858095307,0.852353061419047,0.0968763674813585,0.9031236325186415,0.09463225839826213,0.9053677416017378,0.22844796057244016,0.7715520394275599,0.645799501233901,0.354200498766099,0.3896084590122444,0.6103915409877557,0.3151031411808577,0.6848968588191424,0.8788377597694543,0.12116224023054566,0.7473144277768136,0.25268557222318655,0.9172826391578437,0.08271736084215643,0.40088955811159593,0.5991104418884041,0.8858152938982199,0.11418470610178014
2,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.010861020669548234,0.9891389793304518,0.9852394503315727,0.014760549668427466,0.9900928159924104,0.009907184007589463,0.9900990099009901,0.009900990099009901,0.9709460380537113,0.029053961946288818,0.9695963540276445,0.030403645972355398,0.9482340832836968,0.05176591671630318,0.9900990099009901,0.009900990099009901,0.40216306902986654,0.5978369309701334
3,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
4,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
5,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
6,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
7,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
8,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
9,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
10,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
11,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901,0.9900990099009901,0.009900990099009901
