data_size,row_nmi_value,col_nmi_value,seed,categories_row_num,categories_col_num,categories_row,categories_col,execution_time
200x300,1.0,0.85117215903815,4,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",84.52
200x300,1.0,0.8689911291261027,5,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",84.63
200x300,1.0,0.8445118081263917,6,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",82.82
200x300,1.0,0.8653336410826014,7,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",83.12
200x300,1.0,0.8434062947487727,8,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",83.20
200x300,1.0,0.8445118081263917,9,0,15,"([], [])","([2, 3, 4, 6, 10, 12, 21, 26, 31, 35, 40, 41, 44, 45, 47], [1, 7, 9, 11, 13, 14, 15, 19, 20, 25, 29, 32, 34, 38, 39], [0, 5, 8, 16, 17, 18, 22, 23, 24, 27, 28, 30, 33, 36, 37])",82.54
300x450,0.0,0.024931784486842648,0,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",151.96
300x450,0.0,0.024931784486842648,1,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",151.99
300x450,0.0,0.024931784486842648,2,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",152.68
300x450,0.0,0.024931784486842648,3,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",153.39
300x450,0.0,0.024931784486842648,4,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",151.76
300x450,0.0,0.024931784486842648,5,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",151.77
300x450,0.0,0.024931784486842648,6,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",151.16
300x450,0.0,0.024931784486842648,7,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",153.44
300x450,0.0,0.024931784486842648,8,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",150.39
300x450,0.0,0.024931784486842648,9,0,3,"([], [])","([3, 4, 10], [2, 5, 6], [0, 1, 7])",158.35
300x450,0.0,0.04020935671947689,0,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",153.69
300x450,0.0,0.04020935671947689,1,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",151.31
300x450,0.0,0.04020935671947689,2,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",152.24
300x450,0.0,0.04020935671947689,3,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",151.02
300x450,0.0,0.04020935671947688,4,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",150.66
300x450,0.0,0.04020935671947689,5,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",152.26
300x450,0.0,0.04020935671947688,6,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",150.33
300x450,0.0,0.04020935671947689,7,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",151.23
300x450,0.0,0.04020935671947689,8,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",151.10
300x450,0.0,0.04020935671947689,9,0,5,"([], [])","([3, 4, 10, 11, 13], [2, 5, 6, 8, 16], [0, 1, 7, 9, 12])",150.52
300x450,0.0,0.07525727179638292,0,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",150.78
300x450,0.0,0.07525727179638292,1,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",152.14
300x450,0.0,0.07525727179638292,2,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",149.14
300x450,0.0,0.07525727179638292,3,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",151.35
300x450,1.0,0.9487883204351095,4,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",150.44
300x450,0.0,0.07525727179638292,5,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",152.50
300x450,0.0,0.07525727179638292,6,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",152.16
300x450,1.0,0.978487600696418,7,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",150.52
300x450,0.0,0.07525727179638292,8,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",151.25
300x450,0.0,0.07525727179638292,9,0,10,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31])",156.68
300x450,1.0,0.9487883204351095,0,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",152.30
300x450,1.0,0.9625813084629858,1,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",151.83
300x450,0.0,0.1070951504206208,2,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",153.14
300x450,1.0,0.9554816735653253,3,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",150.70
300x450,1.0,0.9424325477471319,4,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",150.86
300x450,0.0,0.1070951504206208,5,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",152.23
300x450,1.0,0.9424325477471319,6,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",151.76
300x450,1.0,0.9424325477471319,7,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",152.98
300x450,0.0,0.1070951504206208,8,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",152.73
300x450,0.0,0.1070951504206208,9,0,15,"([], [])","([3, 4, 10, 11, 13, 14, 15, 18, 24, 25, 26, 28, 29, 32, 33], [2, 5, 6, 8, 16, 19, 20, 22, 30, 34, 35, 38, 40, 41, 50], [0, 1, 7, 9, 12, 17, 21, 23, 27, 31, 37, 39, 42, 43, 46])",150.93
400x600,0.0,0.018959799964305628,0,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",238.72
400x600,0.0,0.018959799964305628,1,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",236.72
400x600,0.0,0.018959799964305628,2,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",238.23
400x600,0.0,0.018959799964305628,3,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",238.11
400x600,0.0,0.018959799964305628,4,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",237.88
400x600,0.0,0.018959799964305628,5,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",237.58
400x600,0.0,0.018959799964305628,6,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",237.72
400x600,0.0,0.018959799964305628,7,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",238.34
400x600,0.0,0.018959799964305628,8,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",239.15
400x600,0.0,0.018959799964305628,9,0,3,"([], [])","([0, 2, 3], [5, 7, 8], [1, 4, 9])",241.29
400x600,0.0,0.030764340548576664,0,0,5,"([], [])","([0, 2, 3, 6, 12], [5, 7, 8, 11, 15], [1, 4, 9, 10, 13])",238.49
