Iteration,0-0,0-1,1-0,1-1
0,0.29403334466154096,0.8968175120940145,0.28382060896178973,0.21586059437218852
1,7.668599187988064e-14,7.486102425428598e-14,0.9910117250015235,0.008988274998325043
2,0.07677232006934398,0.02124221646993803,0.9017718246882193,0.0002136387724986745
3,0.8794086109328428,0.12059074442422171,6.446429352836263e-07,7.93783814313734e-17
4,0.9999964249797482,-1.395891992605665e-16,3.5750202514886164e-06,4.402116359542392e-16
5,0.9999893690583043,-1.5320511934720616e-16,1.063094169457234e-05,1.309045517477322e-15
6,0.9999683875640585,6.823889774555299e-17,3.161243593760627e-05,3.8926107159246545e-15
7,0.9999060009721683,2.029071742603704e-16,9.399902781994579e-05,1.1574610185074119e-14
8,0.999720535374388,7.958769951444975e-17,0.0002794646255775982,3.441199527908329e-14
9,0.9991694872440979,2.365186631935393e-16,0.0008305127557996046,1.0226554066628667e-13
10,0.9975349851857385,1.792117852010504e-16,0.00246501481395795,3.035306453025051e-13
11,0.9927108486660345,9.080289350509719e-18,0.007289151333067901,8.975527430122201e-13
12,0.9786791857138805,2.6559904443789992e-17,0.0213208142834942,2.6253475156414455e-12
13,0.9395374938431597,7.531974925569406e-17,0.06046250614939529,7.445076355815242e-12
14,0.8418967985412686,1.9695335584508976e-16,0.158103201439263,1.9468104810371374e-11
15,0.6529041449736767,4.526894230109502e-17,0.3470958549835836,4.2739795415602356e-11
16,0.41329859873988517,7.651878147493966e-17,0.586701401187871,7.22437260391007e-11
17,0.6482919216587173,1.2002583419350836e-16,0.35170807834128254,2.794521360617843e-17
18,0.4087298495427956,5.3454381177557626e-17,0.5912701504572043,4.697978713315768e-17
19,0.6442969607639611,8.426224730303927e-17,0.35570303923603874,7.405608959364905e-17
20,0.4048088038931695,1.4099443138487073e-16,0.5951911961068302,1.239166599164152e-16
21,0.6408403851480216,2.2320383037898565e-16,0.3591596148519783,-8.322571173015246e-17
22,0.4014429021197799,7.787825447626458e-17,0.5985570978802203,-1.3869972686220215e-16
23,0.6378522684109911,1.2374068920910653e-16,0.36214773158900876,-8.016898010625755e-17
24,0.39855286838474113,-8.757962937427981e-17,0.6014471316152591,-1.3314291080497223e-16
25,0.6352709812295215,-1.395970133328274e-16,0.3647290187704786,-7.156693333721906e-17
26,0.39607083778782004,-8.504195959891091e-17,0.6039291622121803,-1.1850265775656334e-16
27,0.6330424538861236,-1.3592307592802707e-16,0.36695754611387654,-4.8363764837144866e-17
28,0.3939387214570244,-7.875538501694233e-17,0.6060612785429756,-7.987682897605584e-17
29,0.631119418370572,-1.2617203472173586e-16,0.36888058162942816,1.3403153298031213e-17
30,0.3921067927667817,-6.251189609558819e-17,0.6078932072332184,2.2087597588934955e-17
31,0.6294606695589012,-1.0035219691219422e-16,0.3705393304410988,3.545787583472401e-17
32,0.39053247233274485,-1.9923936518777972e-17,0.6094675276672552,5.832153875726715e-17
33,0.6280303685514337,-3.204045267516318e-17,0.37196963144856615,9.378912147876719e-17
34,0.38917928790853,-5.261443533083694e-17,0.6108207120914699,1.5401348154502858e-16
35,0.6267974003065797,-8.473881399810338e-17,0.3732025996934204,-3.619083915979752e-17
36,0.38801598606752524,5.740462732500835e-18,0.6119840139324747,-5.934635780927332e-17
37,0.6257347906030195,9.257369220296737e-18,0.37426520939698055,4.6598655684448604e-17
38,0.38701577444756,1.5162032590072114e-17,0.61298422555244,7.632085523737074e-17
39,0.6248191828864403,2.447840486209264e-17,0.3751808171135595,1.2321651353953718e-16
40,0.38615567568042725,4.004983519348063e-17,0.6138443243195725,2.015981466207416e-16
41,0.6240303728495777,6.472082417742616e-17,0.3759696271504223,4.0585540733730084e-17
42,0.3854159765387735,1.0579680286055607e-16,0.6145840234612263,6.634372331576616e-17
43,0.6233508970607394,1.71110010973498e-16,0.37664910293926024,1.0730073988668541e-16
44,0.38477975811196835,-8.771705859851137e-18,0.6152202418880315,1.7526548353269462e-16
45,0.6227656711890227,-1.4196997561661963e-17,0.3772343288109773,-1.9705371172419322e-18
46,0.3842324948808436,-2.317405681615461e-17,0.6157675051191565,-3.2165490565851916e-18
47,0.6222616730981114,-3.7530212982977613e-17,0.3777383269018886,-5.209177319341244e-18
48,0.3837617123698891,-6.122639016571686e-17,0.616238287630111,-8.498196456839976e-18
49,0.6218276661094506,-9.920808076256329e-17,0.37817233389054944,-1.3770038799820232e-17
