Iteration,0-0,0-1
0,1.0,1.0
1,0.4122034918172673,0.5877965081827328
2,0.46259098788241665,0.5374090121175833
3,0.5,0.5
4,0.5,0.5
5,0.5,0.5
6,0.5,0.5
7,0.5,0.5
8,0.5,0.5
9,0.5,0.5
