Iteration,0-0,0-1,0-2
0,0.134375,0.0,0.33203125
1,0.2013267273342407,0.0,0.7986732726657593
2,0.015198822997401827,0.0,0.9848011770025982
3,0.015198822997401827,0.0,0.9848011770025982
4,0.015198822997401827,0.0,0.9848011770025982
5,0.015198822997401827,0.0,0.9848011770025982
6,0.015198822997401827,0.0,0.9848011770025982
7,0.015198822997401827,0.0,0.9848011770025982
8,0.015198822997401827,0.0,0.9848011770025982
9,0.015198822997401827,0.0,0.9848011770025982
10,0.015198822997401827,0.0,0.9848011770025982
11,0.015198822997401827,0.0,0.9848011770025982
12,0.015198822997401827,0.0,0.9848011770025982
13,0.015198822997401827,0.0,0.9848011770025982
14,0.015198822997401827,0.0,0.9848011770025982
15,0.015198822997401827,0.0,0.9848011770025982
16,0.015198822997401827,0.0,0.9848011770025982
17,0.015198822997401827,0.0,0.9848011770025982
18,0.015198822997401827,0.0,0.9848011770025982
19,0.015198822997401827,0.0,0.9848011770025982
20,0.015198822997401827,0.0,0.9848011770025982
21,0.015198822997401827,0.0,0.9848011770025982
22,0.015198822997401827,0.0,0.9848011770025982
23,0.015198822997401827,0.0,0.9848011770025982
24,0.015198822997401827,0.0,0.9848011770025982
25,0.015198822997401827,0.0,0.9848011770025982
26,0.015198822997401827,0.0,0.9848011770025982
27,0.015198822997401827,0.0,0.9848011770025982
28,0.015198822997401827,0.0,0.9848011770025982
29,0.015198822997401827,0.0,0.9848011770025982
