Iteration,0-0,0-1,0-2
0,0.2015625,0.0,0.33203125
1,0.526058195268548,0.0,0.4739418047314519
2,0.7471895977914975,0.0,0.2528104022085025
3,0.7471895977914975,0.0,0.2528104022085025
4,0.7471895977914975,0.0,0.2528104022085025
5,0.7471895977914975,0.0,0.2528104022085025
6,0.7471895977914975,0.0,0.2528104022085025
7,0.7471895977914975,0.0,0.2528104022085025
8,0.7471895977914975,0.0,0.2528104022085025
9,0.7471895977914975,0.0,0.2528104022085025
10,0.7471895977914975,0.0,0.2528104022085025
11,0.7471895977914975,0.0,0.2528104022085025
12,0.7471895977914975,0.0,0.2528104022085025
13,0.7471895977914975,0.0,0.2528104022085025
14,0.7471895977914975,0.0,0.2528104022085025
15,0.7471895977914975,0.0,0.2528104022085025
16,0.7471895977914975,0.0,0.2528104022085025
17,0.7471895977914975,0.0,0.2528104022085025
18,0.7471895977914975,0.0,0.2528104022085025
19,0.7471895977914975,0.0,0.2528104022085025
20,0.7471895977914975,0.0,0.2528104022085025
21,0.7471895977914975,0.0,0.2528104022085025
22,0.7471895977914975,0.0,0.2528104022085025
23,0.7471895977914975,0.0,0.2528104022085025
24,0.7471895977914975,0.0,0.2528104022085025
25,0.7471895977914975,0.0,0.2528104022085025
26,0.7471895977914975,0.0,0.2528104022085025
27,0.7471895977914975,0.0,0.2528104022085025
28,0.7471895977914975,0.0,0.2528104022085025
29,0.7471895977914975,0.0,0.2528104022085025
