Iteration,0-0,0-1,1-0,1-1
0,0.8960178830631533,0.5220526017052639,0.9399634590927909,0.006066154016841074
1,0.2668637006824068,0.053112730627934104,0.6793944765391594,0.0006290921504997734
2,0.42117519381903895,0.07189073606917222,0.5069325316308533,1.5384809356337758e-06
3,0.4420797602505941,0.07534972341435538,0.48257051573645543,5.985951115944047e-10
4,0.4666604495400705,0.06927112760084884,0.46406842285881117,2.6937606864131644e-13
5,0.4969758334798856,0.0007149764012774695,0.5023091901188258,1.0979750515969068e-14
6,0.5039667504462356,3.959093001684357e-05,0.49599365862374734,1.1118267522348893e-16
7,0.49429828373335705,1.5496666055832576e-07,0.5057015612999823,1.112338321751752e-16
8,0.5074736722241638,2.41720505211688e-08,0.49252630360378546,1.029086166546161e-16
9,0.4912913889875293,3.2437129858546045e-11,0.5087086109800335,1.0826004594647187e-16
10,0.5092081080614058,1.0664653948702407e-11,0.49079189192792944,1.138930745321629e-16
11,0.4906699481646286,9.683649285357614e-15,0.5093300518353616,1.1481886136097542e-16
12,0.5093531146934915,3.580896897868178e-15,0.4906468853065048,1.0467522843172014e-16
13,0.49064281434546575,1.0549761944078402e-16,0.509357185654534,1.1012426166117597e-16
14,0.5093578946779422,1.1098948153681865e-16,0.4906421053220575,1.1585697166616599e-16
15,0.490641982127479,1.167672353705332e-16,0.5093580178725208,1.1457871616283732e-16
16,0.5093580392690144,1.1553652385118594e-16,0.49064196073098537,1.0441071578083899e-16
17,0.4906419570150997,1.0541837478937916e-16,0.5093580429849002,1.0984600095714421e-16
18,0.5093580436302223,1.1090611546077312e-16,0.49064195636977737,1.1556422957001058e-16
19,0.4906419562577072,1.1667953021937794e-16,0.5093580437422925,1.1670733830774871e-16
20,0.5093580437617553,1.154442863561244e-16,0.4906419562382444,1.0665013617746784e-16
21,0.4906419562348647,1.0532133380565597e-16,0.5093580437651352,1.122019983784057e-16
22,0.5093580437657221,1.1080402283979441e-16,0.4906419562342776,1.0191026276899439e-16
23,0.4906419562341755,1.165721229863749e-16,0.5093580437658242,1.0721538244380802e-16
24,0.5093580437658418,1.153312878791942e-16,0.49064195623415785,1.1279666954277926e-16
25,0.49064195623415474,1.0520245299064507e-16,0.509358043765845,1.162321094669681e-16
26,0.5093580437658456,1.1067895347288292e-16,0.4906419562341542,1.0615016844561948e-16
27,0.49064195623415396,1.164405429115029e-16,0.5093580437658458,1.1167600393857846e-16
28,0.5093580437658457,1.1519285816992598e-16,0.4906419562341541,1.0135688675437351e-16
29,0.4906419562341541,1.0505681707707086e-16,0.5093580437658457,1.0663319945820186e-16
